Unnamed: 0,cluster,star,element,synth_teff,synth_teff_err,synth_logg,synth_logg_err,synth_MH,synth_MH_err,synth_vmic,synth_vmic_err,synth_vmac,synth_vmac_err,synth_vsini,synth_vsini_err,synth_R,synth_R_err,vel_atomic,vel_atomic_err,synth_x_over_h,synth_x_over_h_err,synth_absolute_abund,synth_absolute_abund_err,synth_nlines,snr
572,IC_4756,G4284658038773033728,Cr 1,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.08400573928054245,0.04741423836781521,5.50945,0.040013341525046285,12.0,100.0
573,IC_4756,G4284658038773033728,Cu 1,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.15482306155776493,0.017018445874991055,3.96015,0.03325909650005539,2.0,100.0
574,IC_4756,G4284658038773033728,Fe 1,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.07831418452432605,0.037200604833792686,7.32635,0.046092135988691024,102.5,100.0
575,IC_4756,G4284658038773033728,Fe 2,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,0.012229522639612855,0.06535388282267551,7.23565,0.06138407774007783,5.0,100.0
576,IC_4756,G4284658038773033728,Mg 1,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.1070014330436614,0.015058220346375582,7.42115,0.10105030925237186,5.0,100.0
577,IC_4756,G4284658038773033728,Mn 1,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.22511819096506933,0.07175254350892378,5.3135,0.060315669605833025,6.0,100.0
578,IC_4756,G4284658038773033728,Mo 1,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.140075,0.17877876691598474,2.06805,0.1787288868649945,1.0,100.0
579,IC_4756,G4284658038773033728,Na 1,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.23886055433045145,0.010736852425175648,6.439399999999999,0.013871643738216527,3.0,100.0
580,IC_4756,G4284658038773033728,Nd 2,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,0.07398871612725846,0.027685871848291143,1.5076999999999998,0.03226437664049925,2.0,100.0
581,IC_4756,G4284658038773033728,Ni 1,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.157129229840842,0.03084436739503665,6.06025,0.040000843741101265,30.0,100.0
582,IC_4756,G4284658038773033728,Pr 2,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.16745000000000002,0.166465852354169,0.8995,0.15988508373203547,1.0,100.0
583,IC_4756,G4284658038773033728,Sc 2,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.15902028861429796,0.013327696725241004,3.01005,0.10196889231525456,5.0,100.0
584,IC_4756,G4284658038773033728,Si 1,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.13203076918580886,0.0603324539530757,7.4146,0.0349974641938528,8.0,100.0
585,IC_4756,G4284658038773033728,Ti 1,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.08093988977029488,0.018214485993296645,4.803800000000002,0.045461879635580606,11.0,100.0
586,IC_4756,G4284658038773033728,Ti 2,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.10415587990180286,0.050480961757874636,4.8077000000000005,0.07991572123180772,11.5,100.0
587,IC_4756,G4284658038773033728,V 1,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.12378936007255548,0.04058623535140947,3.74785,0.05660507927739345,18.0,100.0
588,IC_4756,G4284658038773033728,Y 2,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.05209723256731588,0.02595616497096595,2.1085,0.05288884570493104,2.0,100.0
589,IC_4756,G4284658038773033728,Zn 1,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.16188393596288017,0.10291593656961004,4.15735,0.1008967169931708,1.0,100.0
590,IC_4756,G4284658038773033728,Zr 1,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.08907500000000002,0.20782217157945396,2.584,0.20607538062563416,1.0,100.0
591,IC_4756,G4284658038773033728,Zr 2,5071.79,23.005588451504227,2.785,0.04636809247747878,-0.2,0.033166247903553984,1.5,0.02,4.08,0.028284271247461613,2.305,0.4863640611722869,45000.0,0.0,-25.16,0.2807579028273289,-0.055625000000000015,0.10841744555190368,2.5748,0.10650530503219076,1.0,100.0
617,IC_4756,G4284806438475643776,Al 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.10965874822915976,0.045374454389128585,6.374533333333333,0.03640010683745015,2.6666666666666665,118.66666666666669
618,IC_4756,G4284806438475643776,Ba 2,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,0.35907185095917715,0.039062144220602016,2.4804,0.03693802617598553,2.0,118.66666666666669
619,IC_4756,G4284806438475643776,Ca 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,0.04462131187083225,0.0574514577708869,6.3959,0.09715151968846288,19.0,118.66666666666669
620,IC_4756,G4284806438475643776,Ce 2,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.003416666666666651,0.216405062581981,1.5614666666666668,0.2122293884770282,1.0,118.66666666666669
621,IC_4756,G4284806438475643776,Co 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.1739155273858036,0.1220443771748621,4.729266666666667,0.1325646383215878,19.666666666666668,118.66666666666669
622,IC_4756,G4284806438475643776,Cr 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.03270573928054246,0.05603275827585146,5.5615999999999985,0.04860841262351369,10.0,118.66666666666669
623,IC_4756,G4284806438475643776,Cu 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.1501063948910982,0.10570144012474213,3.9648,0.10692815344893987,2.0,118.66666666666669
624,IC_4756,G4284806438475643776,Fe 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.025597517857659388,0.04663994473028935,7.3767,0.06524109986129221,96.66666666666669,118.66666666666669
625,IC_4756,G4284806438475643776,Fe 2,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.0009371440270538045,0.14648396195867694,7.1926,0.1677313626010351,4.666666666666667,118.66666666666669
626,IC_4756,G4284806438475643776,Mg 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.09713476637699474,0.035940939207415146,7.467866666666667,0.12797321334300138,4.666666666666667,118.66666666666669
627,IC_4756,G4284806438475643776,Mn 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.19500152429840265,0.0883437226594699,5.3698000000000015,0.0769304953260482,6.0,118.66666666666669
628,IC_4756,G4284806438475643776,Mo 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.18905833333333333,0.4136295981242693,2.0191000000000003,0.4136097691195304,1.0,118.66666666666669
629,IC_4756,G4284806438475643776,Na 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.17889388766378478,0.051708155385135665,6.499,0.056378009897476926,3.0,118.66666666666669
630,IC_4756,G4284806438475643776,Nd 2,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,0.04880538279392513,0.15063917522049536,1.4825,0.14980260344867175,2.0,118.66666666666669
631,IC_4756,G4284806438475643776,Ni 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.14177922984084196,0.08699925925610583,6.086433333333333,0.07261407117999462,29.33333333333333,118.66666666666669
632,IC_4756,G4284806438475643776,Pr 2,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.16861666666666672,0.27393156688000264,0.8983333333333334,0.2699340433842641,1.0,118.66666666666669
633,IC_4756,G4284806438475643776,Sc 2,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.16457028861429795,0.11242121685874068,3.005333333333333,0.17525278251079995,5.0,118.66666666666669
634,IC_4756,G4284806438475643776,Si 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.10714743585247552,0.08979724073959312,7.452066666666667,0.03824465104211742,7.666666666666668,118.66666666666669
635,IC_4756,G4284806438475643776,Ti 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.08285655643696153,0.12134106660337395,4.792033333333333,0.12025140793816533,11.0,118.66666666666669
636,IC_4756,G4284806438475643776,Ti 2,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.10200587990180288,0.13945691489170092,4.826233333333334,0.16162704325424948,12.0,118.66666666666669
637,IC_4756,G4284806438475643776,V 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.14082269340588877,0.12121445183365445,3.7387333333333332,0.12498432346142893,18.0,118.66666666666669
638,IC_4756,G4284806438475643776,Y 2,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,0.04586943409935079,0.10170864160816316,2.206466666666667,0.10327630146574984,2.0,118.66666666666669
639,IC_4756,G4284806438475643776,Zn 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.06405060262954682,0.11798599257727352,4.255166666666667,0.1161935789008056,1.0,118.66666666666669
640,IC_4756,G4284806438475643776,Zr 1,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.07635833333333333,0.25795572186800675,2.5967333333333333,0.2565588453184009,1.0,118.66666666666669
641,IC_4756,G4284806438475643776,Zr 2,5107.1500000000015,94.41068583587355,2.83,0.33137759597038396,-0.18666666666666668,0.08621678104251708,1.2466666666666668,0.18036999011291585,4.056666666666667,0.2715388247255507,2.84,2.6481712767702748,45000.0,0.0,-16.95,14.444754911193352,-0.07275833333333334,0.16905956872587186,2.557633333333333,0.1678259912329831,1.0,118.66666666666669
666,King_1,G431180532883212800,Al 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,-0.04065874822915977,0.0318,6.3877,0.0428,3.0,70.0
667,King_1,G431180532883212800,Ba 2,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.6414385176258439,0.0957,2.7628,0.0729,2.0,70.0
668,King_1,G431180532883212800,Ca 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.15902131187083224,0.1134,6.5376,0.139,19.0,70.0
669,King_1,G431180532883212800,Ce 2,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,-0.25465000000000004,0.1965,1.3102,0.1919,1.0,70.0
670,King_1,G431180532883212800,Co 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,-0.03261552738580359,0.0817,4.9471,0.1413,19.0,70.0
671,King_1,G431180532883212800,Cr 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.02389426071945755,0.1502,5.6434,0.1527,12.0,70.0
672,King_1,G431180532883212800,Cu 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.09412693844223506,0.145,4.1717,0.1429,1.0,70.0
673,King_1,G431180532883212800,Fe 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.10653581547567395,0.10400000000000001,7.5002,0.1178,90.0,70.0
674,King_1,G431180532883212800,Fe 2,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,-0.018070477360387138,0.078,7.1869,0.155,4.0,70.0
675,King_1,G431180532883212800,Mg 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,-0.01890143304366139,0.04,7.482,0.0294,2.0,70.0
676,King_1,G431180532883212800,Mn 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,-0.03876819096506934,0.1596,5.5968,0.0438,5.0,70.0
677,King_1,G431180532883212800,Mo 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.160475,0.1321,2.3686,0.1321,1.0,70.0
678,King_1,G431180532883212800,Na 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,-0.2506605543304514,0.0202,6.4131,0.0104,3.0,70.0
679,King_1,G431180532883212800,Nd 2,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.020538716127258452,0.1228,1.5207,0.1226,1.0,70.0
680,King_1,G431180532883212800,Ni 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.04362077015915804,0.1968,6.2568,0.1643,26.0,70.0
681,King_1,G431180532883212800,Pr 2,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.18175,0.1568,1.2487,0.1498,1.0,70.0
682,King_1,G431180532883212800,Sc 2,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.14682971138570208,0.1561,3.4244,0.2071,5.0,70.0
683,King_1,G431180532883212800,Si 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,-0.08808076918580887,0.1174,7.5676,0.1267,7.0,70.0
684,King_1,G431180532883212800,Ti 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.11061011022970513,0.142,4.9844,0.1927,11.0,70.0
685,King_1,G431180532883212800,Ti 2,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.10269412009819713,0.0855,5.0312,0.156,10.0,70.0
686,King_1,G431180532883212800,V 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.051510639927444535,0.0576,3.8858,0.1005,17.0,70.0
687,King_1,G431180532883212800,Y 2,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,-0.03549723256731588,0.0462,2.1251,0.085,2.0,70.0
688,King_1,G431180532883212800,Zn 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.16551606403711985,0.1405,4.4848,0.139,1.0,70.0
689,King_1,G431180532883212800,Zr 1,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,0.183175,0.1398,2.8562,0.1372,1.0,70.0
690,King_1,G431180532883212800,Zr 2,4934.29,21.85,2.65,0.04,-0.02,0.03,1.27,0.03,3.94,0.0,5.46,0.08,45000.0,0.0,-0.22,0.27,-0.210125,0.1717,2.4203,0.1705,1.0,70.0
691,King_1,G431180940896484992,Al 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,-0.028758748229159775,0.0507,6.4656,0.0617,2.0,68.0
692,King_1,G431180940896484992,Ba 2,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,-0.00276148237415616,0.317,2.1185,0.2943,2.0,68.0
693,King_1,G431180940896484992,Ca 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,0.07732131187083224,0.1531,6.355,0.217,18.0,68.0
694,King_1,G431180940896484992,Ce 2,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,0.28315,0.1609,1.848,0.1553,1.0,68.0
695,King_1,G431180940896484992,Co 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,0.02788447261419641,0.1681,4.941,0.1386,16.0,68.0
696,King_1,G431180940896484992,Cr 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,0.4768942607194575,0.2395,5.9851,0.228,11.0,68.0
697,King_1,G431180940896484992,Cu 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,0.22012693844223508,0.068,4.335,0.0493,2.0,68.0
698,King_1,G431180940896484992,Fe 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,0.13773581547567396,0.1192,7.5308,0.1374,82.0,68.0
699,King_1,G431180940896484992,Fe 2,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,-0.02477047736038715,0.0193,7.229,0.0535,5.0,68.0
700,King_1,G431180940896484992,Mg 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,0.08499856695633862,0.0653,7.7298,0.1242,2.0,68.0
701,King_1,G431180940896484992,Mn 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,0.20333180903493067,0.0905,5.6852,0.284,5.0,68.0
702,King_1,G431180940896484992,Mo 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,1.432475,0.1543,3.6407,0.1542,1.0,68.0
703,King_1,G431180940896484992,Na 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,-0.40406055433045146,0.049,6.2401,0.0637,3.0,68.0
704,King_1,G431180940896484992,Nd 2,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,0.13183871612725845,0.1258,1.6321,0.1255,1.0,68.0
705,King_1,G431180940896484992,Ni 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,0.10572077015915804,0.1214,6.3399,0.1179,28.0,68.0
706,King_1,G431180940896484992,Pr 2,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,0.18305,0.1579,1.25,0.1509,1.0,68.0
707,King_1,G431180940896484992,Sc 2,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,-0.008470288614297924,0.0074,3.2763,0.1403,5.0,68.0
708,King_1,G431180940896484992,Si 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,-0.03148076918580886,0.0982,7.603,0.063,7.0,68.0
709,King_1,G431180940896484992,Ti 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,0.15631011022970512,0.1195,4.9758,0.1795,11.0,68.0
710,King_1,G431180940896484992,Ti 2,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,0.17869412009819713,0.1567,5.0848,0.1556,10.0,68.0
711,King_1,G431180940896484992,V 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,0.18141063992744452,0.0614,4.0579,0.0665,16.0,68.0
713,King_1,G431180940896484992,Zr 1,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,-0.267925,0.2529,2.4052,0.2515,1.0,68.0
714,King_1,G431180940896484992,Zr 2,4943.02,22.01,2.66,0.05,-0.02,0.03,1.28,0.03,3.93,0.0,5.32,0.08,45000.0,0.0,-0.24,0.28,-0.07032500000000003,0.1576,2.5601,0.1563,1.0,68.0
715,King_1,G431181048279272192,Al 1,4882.58,15.98,2.37,0.04,-0.07,0.03,1.35,0.03,4.16,0.0,5.26,0.08,45000.0,0.0,-0.23,0.28,-0.09995874822915977,0.0703,6.4085,0.0574,3.0,65.0
